newspaper;title;date;abstract;link
Financial Times;microsoft chief hails $75bn activision deal as grand step intometaverse;February 3, 2022;...“we can start dreaming [that] through thesemetaversesi can literally be in the game, just like i can be in a conference room with you in a meeting....;https://www.ft.com/content/95e17671-a6ac-4dcc-bae7-e9f34af1349c
Financial Times;is big tech flabby?premiumcontent;January 24, 2023;...taking on meta, an activist might say “just pull back on yourmetaverseinvestments and focus on your great core business”....;https://www.ft.com/content/d785f757-b9fa-4691-ac10-28436fa2ec51
Financial Times;hello kitty parent company sanrio’s shares surge on alibaba deal;June 30, 2022;...sanrio hosted ametaversemusic festival in december to lure tech-savvy consumers. the company is now assessing data on how to promote such digital events, said the spokesperson....;https://www.ft.com/content/26a7d5bf-125e-4053-a4e4-145374f2772a
Financial Times;who made up themetaverse?;December 23, 2021;...marc filippino so where does this wordmetaversecome from?...;https://www.ft.com/content/693b3337-ce80-4150-866a-01e1c3730fad
Financial Times;sectors make sense for investors, not themes;January 14, 2023;...readers have suggested a few thematic ideas instead, which is probably my fault since i wrote about liking themetaverse....;https://www.ft.com/content/19a0a68f-c3fd-4267-96a7-f2698b38b19e
Financial Times;boost your career with a personal board of directors;November 9, 2022;...‘time to plan for themetaverse....;https://www.ft.com/content/1b092713-dede-48bd-b181-2df4953e36aa
Financial Times;alphabet faces call from activist fund to cut headcount;November 15, 2022;...meta, parent of facebook, disclosed plans for a more swingeing 13 per cent cut last week as it deals with falling advertising revenue and the high costs of building themetaverse....;https://www.ft.com/content/6daa5d29-8595-4630-a633-eb1f8b138446
Financial Times;why visa and mastercard have yet to face their kodak moment;November 21, 2022;...a second phase would facilitate micropayments in themetaverse.  some or none of the above may come to pass....;https://www.ft.com/content/562559e2-1f17-47f7-92e6-57766c9900b0
Financial Times;hello kitty prepares to charmmetaverse;January 30, 2022;...sanrio’s chief executive said that the plan for hello kitty’s domination was to saturate the offline world andmetaversewith her image....;https://www.ft.com/content/a39b6744-d2e9-4852-8c92-d034fa0c236b
Financial Times;why i need to take control of my pension;December 24, 2022;...there are plenty ofmetaversefunds out there and we shall explore the sector in the months to come....;https://www.ft.com/content/5cd2b97e-d310-4822-90c6-03b546406194
Financial Times;microsoft/activision: titan pays up to seize bigger chunk ofmetaversepremiumcontent;January 18, 2022;...it would also steal a march in themetaverseland grab, since games are seen as crucial parts of that environment for young users....;https://www.ft.com/content/09bdeb82-7462-48c1-ab28-6c9ad34a1719
Financial Times;‘bottling the sun’: is this a new dawn for the fusion industry?;December 16, 2022;...over the past few years, corporate bosses, vc investors and speculators have been merrily throwing cash into the money pits of themetaverse, web3 and crypto, with little or no evident societal payback....;https://www.ft.com/content/c87965a2-f695-4645-8d6b-7af8a62b5131
Financial Times;it’s time for tech founders and activist investors to get along;November 17, 2022;...the social media company is still relatively early in its long-term bet on themetaverse....;https://www.ft.com/content/a1258a80-acd2-4f51-b5d4-af74fd56f5d7
Financial Times;facebook owner meta to push ahead with digital collectibles plan;July 6, 2022;...in the longer term, meta hopes nfts will help power its vision for themetaverse, which it predicts could generate its own $3tn economy in the next 10 years....;https://www.ft.com/content/c035ed13-d646-493f-83be-0f56f8cb69c1
Financial Times;european business school ranking: innovation shines through gloom;December 4, 2022;...the “metaverse” may have been conceived in california, but europe’s business schools are embracing the technology, both in courses and as a teaching tool, as we describe....;https://www.ft.com/content/99bf0028-c585-4068-8df9-0a211ce004df
Financial Times;letter: think of themetaverseas electricity or the internet;November 19, 2021;...whether we like it or not,metaversejust is.  alexander peschkoff london sw7, uk...;https://www.ft.com/content/0fca8759-3cee-4101-a991-6f6f45e841c6
Financial Times;football’s future is in themetaverse;January 6, 2022;...themetaversemay, among its many promises to transform life as we know it, be poised to end that grammatical quirk....;https://www.ft.com/content/ee267372-15e6-459c-b786-da605f8d0258
Financial Times;ready, player one: the $75bn deal launching microsoft into themetaversepremiumcontent;January 19, 2022;...the deal wouldn’t only push microsoft ahead in gaming, but help it carve out a sizeable plot in themetaverseland grab, lex notes.  it all seems pretty logical, in the grand scheme of things....;https://www.ft.com/content/645ff3e9-512e-497a-a898-f9252b500702
Financial Times;assassin’s creed: tencent determines fate favouring ubisoft brotherhoodpremiumcontent;September 7, 2022;...cash-rich tech giants are buying up games companies in hopes this will help them build competingmetaverses. that has buoyed shares in ubisoft....;https://www.ft.com/content/5bc1eb9d-7ee5-48ee-a8c2-d46aeca1fef1
Financial Times;naver shares slump after acquiring clothing reseller poshmark;October 4, 2022;...naver is south korea’s biggest online search engine as well as offering internet services including games, webtoons,metaverseexperiences and ecommerce....;https://www.ft.com/content/07c3f68d-b5a3-45c0-a8ad-c213b0acf335
Financial Times;meta must move fast to get its head in the vr game;May 15, 2022;...go all in on themetaverse.  facebook’s rebrand not only managed to drag attention away from whistleblower accusations about safety, it made themetaverseinto a global topic of conversation....;https://www.ft.com/content/0e086229-a5ac-47ef-a3a7-a92e70a81d14
Financial Times;lego expects to take market share in economic slowdown;September 28, 2022;...it is aiming to triple the number of software engineers it has by the end of 2023 as it explores more digital products such as a tie-up with epic to produce lego games in themetaverse....;https://www.ft.com/content/eb479a61-9ed4-483a-a8e5-84ea01500b32
Financial Times;meta set to make divisive decision on trump’s return to facebook;January 1, 2023;...meta chief mark zuckerberg, who has previously made the final decision on moderation matters, is now focused on product and his emergingmetaversevision — but could yet step in as chief executive, chair...;https://www.ft.com/content/9ba505e2-b4fb-48fb-83ab-bd0f63530996
Financial Times;eu acts on industrial data;February 23, 2022;...but is it a passing gimmick and just hype, or will themetaverseallow for the creation of low-overhead, high-margin ecommerce businesses that will transform global retail?...;https://www.ft.com/content/25e02607-59e9-45cb-b953-934de99647c3
Financial Times;andy serkis on the new ‘luther’ film, more tolkien and almost becoming a city trader;March 4, 2023;...experienced somewhere between the immersive theatre of british company punchdrunk and the dalí cybernetics exhibition now running in london, where holograms and 360-degree projection put the viewer inside a “metaverse...;https://www.ft.com/content/a43750ac-8df1-4f86-a350-be521ce85f48
Financial Times;greetings from qatar and here’s five seconds of solidarity;November 28, 2022;...best, rutherford  member dcms panel on business and themetaversefind me on strava, kom sydenham hill, pr london to brighton: 3h 59m  whatsapp to sally: hi sal, i know it’s tricky for sponsors but no one...;https://www.ft.com/content/6c283507-e53b-42b0-80af-7bd0481dafcf
Financial Times;year in a word:metaverse;December 21, 2021;...the land grab this time is over themetaverse, only in this parallel digital universe there’s no limit to the space that can be created....;https://www.ft.com/content/8903afb9-5206-4994-8bfd-e74b8f20899e
Financial Times;reality+ — looking forward to life in themetaverse;January 4, 2022;...the emergence of the much-ballyhooed “metaverse” has provoked a lot of enthusiasm, as well as cynicism....;https://www.ft.com/content/e9d4875c-06ab-44bc-8d93-4655b80b88b8
Financial Times;samsung asset management buys stake in us’s amplify etf business;April 21, 2022;...it listed the samsung kodex k-metaverseactive etf in october 2021 and then the samsung kodex usmetaversenasdaq active etf in december....;https://www.ft.com/content/8b244962-6702-4eb6-9382-720b41f58201
Financial Times;why the us didn’t carpe diem;March 10, 2022;...themetaverse’scurrent miasmatom faber has been looking at the prospects for an even bigger zuckerberg project. so far, his vision of themetaversehas been uninspiring, he says....;https://www.ft.com/content/fd369e5d-39f0-484b-b0ff-01a5656f4d9e
Financial Times;big tech blues: investors turn sour over runaway costs;October 28, 2022;...in meta’s case, investors were also a bit sniffy about the company’s big bets on themetaverseand artificial intelligence and the lack of evidence they were paying off....;https://www.ft.com/content/6c7cf0d3-c78c-4daa-9029-1f7c45f7708d
Financial Times;would you buy a home in themetaverse?;January 28, 2022;...“zillow for themetaverse”....;https://www.ft.com/content/f5d5bed3-8cf2-40c6-8f85-6b824a223ffe
Financial Times;big tech’s capex arms race;November 3, 2022;...meta, which disappointed wall street last week with plans to intensify its spending on themetaverse, also said that the demands of ai were causing a leap in capital spending....;https://www.ft.com/content/9782f841-ccc0-4b16-8127-b52fabf07e51
Financial Times;the lex newsletter: nadella wants activision sales more thanmetaversepremiumcontent;January 19, 2022;...sign up here to get the complete newsletter sent straight to your inbox every wednesday and friday  dear reader,  here in san francisco commentators are touting the mysticalmetaverseas microsoft’s prompt...;https://www.ft.com/content/dd06909c-d09e-4cf9-bfee-ef2de48c860d
Financial Times;facebook patents reveal how it intends to cash in onmetaverse;January 18, 2022;...“for us, the business model in themetaverseis commerce-led,” nick clegg, meta’s head of global affairs told the ft during a recent interview. “clearly ads play a part in that.”...;https://www.ft.com/content/76d40aac-034e-4e0b-95eb-c5d34146f647
Financial Times;muse: will of the people — millenarian arena-rockers bring exuberance and despair;August 26, 2022;...the focus is sharper than the speculative flim-flam of itsmetaverse-influenced predecessor, 2018’s simulation theory. the music is better too....;https://www.ft.com/content/befb4956-0d92-4865-9576-9b3b3d9c9d08
Financial Times;doj’s big crypto crackdown;July 1, 2022;...also indicted was a man in nevada whose $45mnmetaversegrift is alleged to have claimed a staggering 10,000 victims....;https://www.ft.com/content/922efb80-858b-4e27-badc-0859eb2d384d
Financial Times;letter: social network errors can help inform themetaverse;November 10, 2021;...however, themetaverseis not a magic bullet....;https://www.ft.com/content/a627d9cb-20d2-45f2-8b35-cb35e1dcba48
Financial Times;one-man states and companies are ruining the world;November 17, 2022;...zuckerberg, for instance, seems to have decided it would be really cool to build a virtual-reality “metaverse”, whatever the cost....;https://www.ft.com/content/56cc6071-79fc-41e0-a30e-079a7afaf028
Financial Times;zuck warned you, and you wouldn’t listenpremiumcontent;October 28, 2022;...zuckerberg simply doesn’t know ifmetaverseinvestment will provide an acceptable return. how could he? how could anyone?...;https://www.ft.com/content/78238557-6e8a-4c6e-9f7f-9357b01087a2
Financial Times;drones/snap: us market grounded by regulation and chinese high-flierpremiumcontent;August 22, 2022;...its experiments are small compared with meta’s investment in themetaverse, which lost nearly $6bn in the first half of the year....;https://www.ft.com/content/33ab9dc9-36ae-49a4-b11a-9e5e5c0e5760
Financial Times;meta: first bond sale sends message to equity investorspremiumcontent;August 5, 2022;...the oculus headsets it sells, devices that will give users entry to the digital universe known as themetaverse, remain clunky and uncomfortable. more investment is required....;https://www.ft.com/content/ce0ed246-9988-4904-a7e7-0a170c9db819
Financial Times;the ever-expanding job of preserving the internet’s backpages;October 4, 2022;...as we start to explore the possibilities of themetaverse, the internet archive’s work is only going to get even more complex....;https://www.ft.com/content/d5dbec16-3c10-4f9e-abf2-4145dd757cdc
Financial Times;facebook to buildmetaversewith start-up that had us military contracts;December 24, 2021;...the infrastructure of themetaverse, however, is still nascent....;https://www.ft.com/content/18d50b48-f11d-49b2-9287-e5595b25f656
Financial Times;barclays’ esports/crypto crossover: insert coin;September 9, 2022;...after all, scarcity is already completely possible within world of warcraft, itself one of the most establishedmetaverses.  indeed, it already exists....;https://www.ft.com/content/14b39f45-b508-4a19-80ff-42aad22d9773
Financial Times;crimes of the future — david cronenberg adds to his gruesome body of work;September 8, 2022;...cronenberg, you suspect, has kept tabs on mark zuckerberg’s plans for 21st-century living, the facebook founder’s virtualmetaversea place to transcend our physical selves and the real world we have made...;https://www.ft.com/content/c9511c9d-1cf4-412f-b952-85912ae3f9ba
Financial Times;vanessa nakate: africa needs climate grants, not loanspremiumcontent;May 27, 2022;...(simon mundy)is themetaversegood news for carbon emissions?  holding the world economic forum’s annual meeting in themetaversewould cut davos’s carbon footprint at a stroke....;https://www.ft.com/content/363cda02-cdcc-4d26-b625-9b2018b01461
Financial Times;zuck warned you, and you wouldn’t listenpremiumcontent;October 28, 2022;...zuckerberg simply doesn’t know ifmetaverseinvestment will provide an acceptable return. how could he? how could anyone?...;https://www.ft.com/content/78238557-6e8a-4c6e-9f7f-9357b01087a2
Financial Times;nft.nyc party at the end of the world;August 30, 2022;...s=20&t=oqek8yydsomfy55fv115zg  the bayc collection looks likely to survive the current downturn (its othersidemetaverseland sale earlier this year was the largest mint in nft history) and concentrate market...;https://www.ft.com/content/51fb32b0-74e5-4b19-9eb5-bfeb1ccb5ac7
Financial Times;letter: microsoft’s vision of themetaverseis to stick with what works;November 5, 2021;...there is a virtual chasm between facebook and microsoft’s ventures into themetaverse....;https://www.ft.com/content/144a35ee-3dd8-4488-98a3-6850298a1561
Financial Times;lunar property rights: buy me to the moonpremiumcontent;February 27, 2022;...if you can buy a home in themetaverse, why not on the moon? the heavenly body has already hosted visitors, played a key role in earthly geopolitics and may be home to untold mineral treasures....;https://www.ft.com/content/87f89135-c62f-46e2-a2d6-057d37da846d
Financial Times;meta suffers mega losses;February 3, 2022;...microsoft a player in open metaversesatya nadella expects microsoft’s software to adapt itself to gaming concepts as it works to create themetaverse....;https://www.ft.com/content/17bce6a9-dc91-4d46-80aa-e6168224554d
Financial Times;mirae asset targets esg and active strategies with new hong kong etf listings;March 31, 2022;...the globalmetaverseactive etf provides exposure to the evolvingmetaversegrowth drivers....;https://www.ft.com/content/68a1e954-1e07-4070-9487-d81fd92af7c1
Financial Times;evan spiegel: snap’s ad slowdown does not blur vision of augmented reality;October 7, 2022;...so do you already think there’s some form of a futuremetaverseyou would want to be a part of?  es: we’re still trying to figure out what themetaverseis over here....;https://www.ft.com/content/b48c1f99-70c2-44fa-8111-56ac24c04a4d
Financial Times;meta meets macro headwindspremiumcontent;July 28, 2022;...lex says investors are set to view more critically other parts of the business that are not producing profits, such as the push into themetaverse....;https://www.ft.com/content/8df1843c-5afa-4b9f-b4f2-9abfd733774a
Financial Times;‘can we reallocate the window desks to those who come in the most?’;May 30, 2022;...ready player one: from june, we will be holding our friday strategy meeting in themetaverse. you’ll all receive oculus headsets....;https://www.ft.com/content/ca6d29ee-59f9-4bfb-b270-6fa6eada77c7
Financial Times;sainsbury’s advisory rejig adds new angle to perpetual bid speculation;March 18, 2022;...a simultaneous leap into themetaversemight not have been received warmly by customers about to lose their local bank, nor by the 400 staff whose jobs are at risk....;https://www.ft.com/content/8497be64-c4ac-45cb-b31b-08a19839bcba
Financial Times;increasingly cosmopolitan singapore clings to conservative values;November 2, 2022;...singapore is trying to attract global talent in everything from cryptocurrencies to themetaverse, after leaping ahead of hong kong in september to become the world’s biggest financial hub behind london...;https://www.ft.com/content/e1a4b2ff-ec42-466e-a5ec-9e50daf6514a
Financial Times;sony’s apple strategy and jack ma in tokyopremiumcontent;December 1, 2022;...co-founder shin (nikkei asia)  kunio nakamura, dead at 83, transformed panasonic as president (nikkei asia)  dutch chip toolmaker asmi warns of escalating trade tensions (ft)  blockchain group animoca to formmetaverse...;https://www.ft.com/content/9eae6dfd-012f-4793-99b6-01fd926c7178
Financial Times;web3 for beginners — a new realm with endless possibilities;May 9, 2022;...sandbox, started in 2012, is a gamingmetaversewhere players can build, own and monetise their games....;https://www.ft.com/content/f5e3bdb1-0ef3-4923-abd8-00e9297d3508
Financial Times;investors gear up for ‘gold rush’ inmetaversehardware;January 5, 2022;...themetaverserequires more upgraded graphics technology to enhance the sense of reality....;https://www.ft.com/content/182bb2a7-b4e4-4d0d-8178-4cd9b4c225c4
Financial Times;further reading;December 2, 2021;....  -- we can all be superheroes in themetaverse....;https://www.ft.com/content/b7dcc3ad-bd9e-4c76-bf8f-d05e2876dd64
Financial Times;the lex newsletter: epic’s unreal engine powers sony’s realistic hopespremiumcontent;April 13, 2022;...glittering — and realistically lit — prizes await sony in themetaverse....;https://www.ft.com/content/ed71dd7e-33c8-4d9e-adaf-87dd28b65b9a
Financial Times;philosophy class;June 19, 2022;...analysis of knowledge: on your marks, headset, go: my surprising, scary trip to themetaversevirtue epistemology: how economic reasoning can find solutions for problems, big and small  applied ethics:...;https://www.ft.com/philosophyclass
Financial Times;big tech shows off its ai;October 13, 2022;...this week’s tech events were also a reminder that ai is a key enabling technology behind themetaverse— though here, at least, it is still largely confined to the realm of tech demos....;https://www.ft.com/content/42c95389-6fe0-4a69-bab7-6fc96c6896be
Financial Times;do meme stonks still stink?;February 1, 2023;...it’s now looking into themetaverse, nfts, blockchain. so they’re in a better financial position....;https://www.ft.com/content/edf60bf5-56c0-407d-b500-c9e9818b0bc6
Financial Times;further reading;January 5, 2022;....  -- money in themetaverse. ($, new yorker)  -- today’s faux pas, tomorrow’s lingua franca. ($, nyt)  -- how the eu destroyed italian democracy.  -- fiscal inflation.  -- lab-grown halal meat.  -- london...;https://www.ft.com/content/d6d6681d-eb8c-46c4-b029-049d2b7404ef
Financial Times;microsoft and activision’s shared virtual universe;January 19, 2022;...the ft’s chris nuttall writes our #techft newsletter, and he told us that both companies have their eye on themetaverse....;https://www.ft.com/content/13ac143f-edc2-4bf2-b24c-15da5147c0cc
Financial Times;tech lay-offs teach us a lesson about the ‘war for talent’;November 15, 2022;...at meta, for example, investors have been increasingly frustrated by how much money chief executive mark zuckerberg was sinking into the “metaverse”....;https://www.ft.com/content/b6fdff1c-94a1-41d6-ae52-5dcbffa5dcea
Financial Times;it’s groundhog day, again;January 30, 2022;plus, an insight into the future of themetaversefrom big tech results, and lunar new year celebrations;https://www.ft.com/content/c0428556-e0a4-4f70-8504-073a1ed98eeb
Financial Times;big tech shows off its ai;October 13, 2022;...this week’s tech events were also a reminder that ai is a key enabling technology behind themetaverse— though here, at least, it is still largely confined to the realm of tech demos....;https://www.ft.com/content/42c95389-6fe0-4a69-bab7-6fc96c6896be
Financial Times;thematic funds pause for breath after market setbacks;October 3, 2022;...three such funds focused on themetaverse— backing the commercialisation of shared virtual environments on the internet — suggesting some faith among etf suppliers and clients that hot tech trends will...;https://www.ft.com/content/87a369e3-86fa-4cf4-be0f-41afd73df9ce
Financial Times;further reading;April 8, 2022;...–metaversemajors struggle.  – “i’m toxic.”  – camper stumbles on illegal rave....;https://www.ft.com/content/62915ffe-1b43-4f00-ba20-0342bae85b2c
Financial Times;arm float in troubled waters;February 11, 2022;...john thornhill speaks to techno-philosopher david chalmers in a virtual restaurant in themetaverse(at least they had some real sushi to eat).tech tools — hidden black stories  snap today announced the...;https://www.ft.com/content/c8e6ae23-ac47-4c9c-82c7-2bd08831f3d3
Financial Times;kirkbi: lego owner builds a case for diversification, brick by brick;April 19, 2022;...today’s block-building children are future avatars on themetaverse, assuming it pans out as advocates like mark zuckerberg hope. either way, it is a toe in the water for kirkbi....;https://www.ft.com/content/858b1cb9-6a15-40fe-b183-af3ef736013c
Financial Times;uk outlook dims as cost of living crisis takes centre stage;February 4, 2022;...welcome to themetaversehousing market.recommended newsletters  the week ahead — start every week with a preview of what’s on the agenda....;https://www.ft.com/content/335eb82a-5192-4fb8-b4f6-96544081cf21
Financial Times;do meme stonks still stink?;February 1, 2023;...it’s now looking into themetaverse, nfts, blockchain. so they’re in a better financial position....;https://www.ft.com/content/edf60bf5-56c0-407d-b500-c9e9818b0bc6
Financial Times;firstft: biden imposes sanctions on russia for ukraine ‘invasion’;February 23, 2022;...real-world profits in themetaverseretailers such as forever 21, nike and chipotle are creating virtual world stores in a bet it can boost profits....;https://www.ft.com/content/b4c8114e-6417-45d5-aac1-cda100604f4b
Financial Times;further reading;July 21, 2022;...reserve, capital demands in us bill (coindesk, wsj $)  — good news: economy sucks, you’re screwed, and it’s all your fault, economists say (vice)  — good guy mojang says nfts won’t be part of the minecraftmetaverse...;https://www.ft.com/content/46c3f3b5-64ff-4cb3-a9d1-08c22bbd5c0c
Financial Times;microsoft teams takes themetaversecorporatepremiumcontent;November 2, 2021;...as themetaversegoes corporate, one can only wonder what slack or zoom’s would look like....;https://www.ft.com/content/4176e1fa-c50b-4947-b336-90eccfa38003
Financial Times;new york landmark is reinvented for the interactive age;June 27, 2022;...it is a natural evolution for times square advertising, he notes — from analogue signs to digital screens and now themetaverse....;https://www.ft.com/content/9967f81b-9ef2-4b57-a181-cd70c48fd186
Financial Times;how will facebook keep itsmetaversesafe for users?;November 12, 2021;...users would retain what happens to them in themetaverseas if it happened in real life, she added....;https://www.ft.com/content/d72145b7-5e44-446a-819c-51d67c5471cf
Financial Times;thematic fund resilience and inflows confound critics;October 24, 2022;...the funds — which invest in anything from clean energy and artificial intelligence to robotics and themetaverse— have higher survival rates than other equity funds, which are more likely to be closed down...;https://www.ft.com/content/c4631a20-6fd8-4d48-a6d7-2912cdd16c25
Financial Times;how the beauty industry left revlon behind;June 30, 2022;...what’s available in themetaverse?  patrick mcgee yeah. so there are not that many productivity apps. i mean, it really is a game store....;https://www.ft.com/content/ab9d7bbf-db2c-4da0-be57-6faf1fe619b1
Financial Times;themetaverseis just the latest incarnation of las vegas;November 27, 2021;...with themetaverseit’s unlikely to be any different. you’re still going to be the product....;https://www.ft.com/content/739235bc-c418-4895-a426-3bd245ec6a00
Financial Times;japan’s latest alcohol advice: please drink more;August 17, 2022;...they also hope to find ways to use themetaverseto generate the sort of bonhomie that would traditionally lead to opening a bottle....;https://www.ft.com/content/d660b8f9-7ef9-4b94-9cb4-fa20f7a9f725
Financial Times;facebook’smetaversefantasy;October 21, 2021;...what is themetaverse?  the mysterious world of themetaversemay be new to readers who have not seen the matrix series....;https://www.ft.com/content/404aae03-6b74-4270-a3f0-1a0106e02852
Financial Times;life, themetaverseand everything: a quick guide;November 12, 2021;...that’s themetaverse. sounds amazing, doesn’t it?...;https://www.ft.com/content/4180660c-864e-4e9d-8a9c-b7663f171caf
Financial Times;meta sparks anger by charging for vr apps;June 29, 2022;...facebook’s parent has pledged to spend $10bn a year over the next decade on the “metaverse”, a much-hyped concept denoting an immersive virtual world filled with avatars....;https://www.ft.com/content/e8910bad-b873-407d-b1ca-46eb4ceb3db2
Financial Times;robust growth in asia etfs looks set to continue;August 1, 2022;...thematic etfs led inflows in the region, cerulli noted, with technology, internet, batteries andmetaverseproducts among the launches in china, south korea and taiwan....;https://www.ft.com/content/4efc83ff-d159-4884-91a6-d9c1e27f7c97
Financial Times;​​into themetaverse: how sci-fi shapes our attitudes to the future;November 2, 2021;...it’s not just themetaverse....;https://www.ft.com/content/2f35be37-9da8-4cf6-89b2-8488b36c5a63
Financial Times;venture capital and the search for europe’s unicornspremiumcontent;February 4, 2022;...it’s a bold bet on the future of themetaverse, and microsoft’s largest bet to date....;https://www.ft.com/content/e47899dd-8275-431d-b2ad-9069eb5da8bb
Financial Times;sony and samsung’s zero-sum rivalry may be recast in themetaverse;November 28, 2021;...but the pair, say investors, also look destined to meet again — in themetaverse....;https://www.ft.com/content/1a4181ec-5d26-40bc-91c0-372232e3d476
Financial Times;the coming wave of ‘boss loss’;May 25, 2022;...(sophia smith)listen in: is themetaversethe future of work?  this week on the working it podcast we ventured into themetaverse....;https://www.ft.com/content/e5b36517-337e-47c3-a9dd-bd8c89dcef71
Financial Times;how business can make the most of themetaverse;November 8, 2021;...facebook’s simulations of themetaverseseemed largely free of advertising....;https://www.ft.com/content/61ce8588-5233-44d0-aa12-ce9ed60fb314
Financial Times;china battles against rising covid infections as controls are lifted;December 19, 2022;...despite suggestions that the concept of themetaverseis struggling to take off, it has become the hottest theme ever in exchange traded funds....;https://www.ft.com/content/afd18743-a33b-4b73-8522-4063624708bb
Financial Times;were we wrong about big tech?premiumcontent;November 7, 2022;...the recent collapse of meta’s free cash flow is not about a change in its core business but instead reflects massive investment in themetaverse(and this may be ending)....;https://www.ft.com/content/e9098953-e031-4bc5-9bc4-d5341db8f2f9
Financial Times;microsoft takes on facebook by launchingmetaverseon teams;November 2, 2021;...the gradualist approach to introducing workers to themetaversecontrasts with the former facebook’s more revolutionary vision for the future of office meetings....;https://www.ft.com/content/62d4652f-faec-4ef7-b642-1ae7b4262563
Financial Times;japan is preparing for a videogaming jamboree;September 11, 2022;...no surprise that this phase of divorce from normality allowed the industry to get ahead of itself: first with the promise of seamless games streaming by the likes of google and amazon, and then of themetaverse...;https://www.ft.com/content/12900c48-e914-45ef-aa9f-407a63da08f6
Financial Times;further reading;November 10, 2021;....  -- privacy concerns for facebook’s workplacemetaverseidea.  -- hm treasury wants to know how much regulatory power it should take back.  -- amazon is setting a floor for the uk labour market....;https://www.ft.com/content/68f137df-1ddc-4f5a-828a-80ff33b7f6f7
Financial Times;snap explores plans to let users showcase nfts as filters;July 13, 2022;...it hopes to build an online avatar-filled world known as themetaverse, where users will use nfts to create and trade digital goods and services, kasriel said....;https://www.ft.com/content/d6a89a18-4ad4-415a-a810-0ca1668cddc9
Financial Times;unity’s sports angle on themetaverse;October 5, 2021;...“themetaverse, whether it’s experiences in sports and live entertainment or ecommerce, where you want to look at a pair of shoes and spin them around or look at yourself in a shirt or a suit and drop it...;https://www.ft.com/content/f6d912ab-e942-44a9-a42b-2750d44ef769
Financial Times;video games industry looks to the cloud;November 24, 2022;...microsoft’s chair and ceo, said that more than 10mn people had streamed xbox games.the next tech growth markets in cloud gaming  countries to watch 2022-2026  south korea pre-eminent in both e-sports and themetaverse...;https://www.ft.com/content/da3f585e-2aa6-4c43-a037-47b066985ef2
Financial Times;can ‘k-pop’ deliver a global etf hit?;October 3, 2022;...domestic south korean investors are already enthusiastic buyers of narrow theme-driven etfs and can access funds focused on ‘k-pop’ music, gaming, themetaverse, and even korean food, according to jackie...;https://www.ft.com/content/f15927e5-ddbf-4a4e-acc9-c5e722f741ce
Financial Times;from the shredder to themetaverse;October 21, 2021;...“my clients live in themetaverse, with virtual living rooms,” he said....;https://www.ft.com/content/fab8823d-54fa-4327-98a4-2d5e4fa67dcb
Financial Times;big tech ventures into ai’s uncharted territorypremiumcontent;February 3, 2023;...things like themetaverseand web3, which were all the talk for a couple of years, don’t really count — no one could ever quite explain what they were or when they would arrive....;https://www.ft.com/content/6e116745-bcb6-41fc-b2aa-76234b132e52
Financial Times;the new networking for a hybrid era;May 5, 2022;...however, themetaversecan be accessed across various devices such as laptops, and employees are trained so they know how to access applications....;https://www.ft.com/content/2b43ab85-ab9d-4acf-bba9-f441a92b4f37
Financial Times;‘we’re in a different world’ — alexandre de betak on a new reality for the runway;February 26, 2022;...but themetaversetoo is an energy-hungry machine with its own environmental issues....;https://www.ft.com/content/c84cec50-f1fa-41fb-a1f4-bed188c14ecc
Financial Times;nick clegg takes on expanded policy role at facebook’s owner meta;February 16, 2022;...he emerged recently to tout his new plans to invest billions of dollars into building an avatar-filled virtual world known as themetaverse....;https://www.ft.com/content/1c8a6ae5-4b90-4a59-b166-13cc5b64a668
Financial Times;who killed the social media ad boom?;October 28, 2022;...zuckerberg  as frustration grows on wall street about meta’s refusal to reduce investment in themetaversein the face of an ad slowdown, some investors and analysts see facebook’s founder as the biggest...;https://www.ft.com/content/0abf4840-2f5a-4eae-8414-1dfda77750b0
Financial Times;facebook is building for themetaverse, but at what cost?;October 29, 2021;...the company is adding 10,000 personnel in europe to work on themetaverseproject, representing a 14 per cent increase in its current headcount of 68,177 employees....;https://www.ft.com/content/8acb6d05-61ff-4767-b9f4-798ba08309ed
Financial Times;best summer books of 2022: technology;June 22, 2022;...reality+: virtual worlds and the problems of philosophyby david j chalmers, allen lane £25/ww norton $32  tech companies are busily building an alternative virtual reality in themetaverse....;https://www.ft.com/content/0988ac97-536f-4126-822c-0a841721b68e
Financial Times;tech’s odd couplepremiumcontent;November 8, 2022;...but he has piled an immense, concentrated, risky investment in a totally unproven idea, themetaverse, on top of the growth problem....;https://www.ft.com/content/cd6d3dc3-f2b1-41d9-9cc5-d42abf6fb39b
Financial Times;ib tok class: david chalmers — ‘we are the gods of the virtual worlds we create’;February 27, 2022;...you can jump to the section of the interview dealing with themetaverse.  why is chalmers a lot more positive about this than other commentators?...;https://www.ft.com/content/4ef9d20f-2626-48de-9685-5165ea364428
Financial Times;business school:metaversebenefits, mba event, emba salaries;November 9, 2021;...andrew hill’s management challengethemetaverse— as touted loudly by facebook and microsoft — is likely to be an inefficient vehicle for traditional advertising, but it could be an interesting place to...;https://www.ft.com/content/2d916e2b-5ef5-4270-b19d-0596c52655ff
Financial Times;the officemetaversecould fuel ‘always on’ working culture;November 4, 2021;...and that’s before you add in a third dimension that is themetaverse....;https://www.ft.com/content/9dac90d6-f3b5-483d-b7c4-10378d5b8be7
