newspaper;title;date;abstract;link
The Times;green is the new black — fashion brands face scrutiny over sustainability;Thursday January 5 2023;… however, lawyers said that one common topic was keeping fashion company chief executives awake: themetaverse— a virtual reality world that companies spent millions of pounds investing in over the …;https://www.thetimes.co.uk/article/green-is-the-new-black-fashion-brands-face-scrutiny-over-sustainability-zp6rsgcsn
The Times;tempus: is it time to buy shares in facebook owner meta?;Wednesday January 4 2023;amid the severe economic challenges dimming the confidence of companies and big global advertisers, meta platforms is the ailing canary. investors have been quick to ditch the stock. last year …;https://www.thetimes.co.uk/article/tempus-is-it-time-to-buy-shares-in-facebook-owner-meta-bcxsvgqtf
The Times;the dinner party is over! and other things to avoid in 2023;Monday January 2 2023;if you;https://www.thetimes.co.uk/article/the-dinner-party-is-over-and-other-things-to-avoid-in-2023-nxw69lm3w
The Times;what’s hot for 2023? the trends to know now;Sunday January 1 2023;… filled with stuff taking up a seat. lip gloss, curling tongs . . . is that an iron?metaversewe’ve heard it so much it sounds like a threat.the pennaisancethe prosthetic peen …;https://www.thetimes.co.uk/article/whats-hot-for-2023-the-trends-to-know-now-82mmsvcwf
The Times;mild recession and falling inflation – barring accidents;Sunday January 1 2023;… starring angela lansbury, who sadly died in october.of the other words of the year, “metaverse” will survive, but i am not sure about “permacrisis”, or at least i hope …;https://www.thetimes.co.uk/article/mild-recession-and-falling-inflation-barring-accidents-9k978zp0m
The Times;did you wfp or quietly quit this year? 2022’s biggest buzzwords;Tuesday December 27 2022;… if you’re not a yimby, you probably live next to one.last year themetaversewas the future, an unlimited cyberworld where you could hang out in virtual spaces …;https://www.thetimes.co.uk/article/did-you-wfp-or-quietly-quit-this-year-2022-s-biggest-buzzwords-b2frnrczj
The Times;are you a cryptidiot who’s been left in a permacrisis?;Tuesday December 27 2022;… the immersive experience envisaged by mark zuckerberg with the facebook founder’s vision for ametaverse.anchor day a single day of the week (often wednesdays) when employers encourage all …;https://www.thetimes.co.uk/article/are-you-a-cryptidiot-whos-been-left-in-a-permacrisis-j3h8zb6v9
The Times;tech giants face a new (virtual) reality;Monday December 26 2022;… reality headset, the quest pro (£1,500) was a progress report into mark zuckerberg’smetaverseplans. while the hardware showed real progress, it’s far from a mainstream consumer …;https://www.thetimes.co.uk/article/tech-giants-virtual-reality-best-goods-latest-mkx96ptmn
The Times;look back in anger and amusement at days gone by;Monday December 26 2022;1 mark zuckerberg has bet his company’s future on themetaverseand is investing an incredible $10 billion a year to make it work. but which body part was …;https://www.thetimes.co.uk/article/look-back-in-anger-and-amusement-at-days-gone-by-0q6wlc7rw
The Times;chatbots to take over, brain implants and rip for wfh — the 2023 tech predictions;Saturday December 24 2022;… on which crypto is built. crowley predicts that in 2023 “all the people who put ‘metaverse’ or ‘web3’ in their titles might have to wait out a quiet year while …;https://www.thetimes.co.uk/article/chatbots-to-take-over-brain-implants-and-rip-for-wfh-the-2023-tech-predictions-mfh2bgczg
The Times;big tech falls behind start-ups in the race for the next big idea;Sunday December 11 2022;… more than 15,000 people working in reality labs, the division charged with delivering themetaverse. despite tens of billions of dollars of investment, mark zuckerberg’s vision for an …;https://www.thetimes.co.uk/article/big-tech-falls-behind-start-ups-in-the-race-for-the-next-big-idea-2zvpx8qxw
The Times;the immersive art experience reminds us that the picture is the star;Friday December 9 2022;are you ready for holbein the hologram and digital dürer, for virtual velázquez and the michelangelometaverse? well, you’d better prepare yourself. where once a big museum show by …;https://www.thetimes.co.uk/article/the-immersive-art-experience-reminds-us-that-the-picture-is-the-star-2g8bct92c
The Times;shares in meta worse after european advertising edict;Wednesday December 7 2022;meta;https://www.thetimes.co.uk/article/shares-in-meta-worse-after-european-advertising-edict-fjd5t3wds
The Times;british fashion awards 2022: best dressed on the red carpet;Monday December 5 2022;… bella hadidoutstanding achievement award: yvon chouinardisabella blow award for fashion creator: katie grandfashion award formetaverseworld and gaming experience: burberrythe 15 designers, brands, creatives, and individuals who created positive …;https://www.thetimes.co.uk/article/the-fashion-awards-2022-best-dressed-red-carpet-bfc-foundation-nxpvdn6ww
The Times;‘goblin mode’ wins ugly as oxford word of the year 2022;Monday December 5 2022;… the word was selected in a public vote from the compilers’ shortlist, which also featured “metaverse” and the hashtag “istandwith”.goblin mode is believed to have been coined in 2009 …;https://www.thetimes.co.uk/article/oxford-word-of-the-year-2022-goblin-mode-t0f0hs8m3
The Times;why suits are back in fashion for men;Sunday December 4 2022;… blokes looking like slobs is somehow indicative of ungovernable brilliance? from mark zuckerberg’s tragicmetaversehoodies to boris johnson’s merrily untucked shirts, might we bid farewell to slovenliness …;https://www.thetimes.co.uk/article/why-suits-are-back-in-fashion-for-men-9gp25dvrs
The Times;billy mcfarland, conman behind fyre festival fiasco, plans new venture;Thursday December 1 2022;… new project, which he describes as not a festival or event and “definitely not themetaverse”. instead pyrt – pronounced “pirate” – is, according to mcfarland, a “technology i’ve been working …;https://www.thetimes.co.uk/article/billy-mcfarland-conman-behind-fyre-festival-fiasco-plans-new-venture-gzgprcmdr
The Times;jack! review — giant christmas show takes fairytale to another level;Tuesday November 29 2022;★★★★☆panto heads into themetaversein this high-tech, head-spinning and above all crowded christmas show from a company that takes the phrase “all singing, all dancing” to another …;https://www.thetimes.co.uk/article/jack-review-giant-christmas-show-takes-fairytale-to-another-level-7ns8lx7c5
The Times;13 best philosophy and ideas books of 2022;Sunday November 27 2022;… serious and very topical as we wander into the smoking ruins of mark zuckerberg’smetaverse. this is, if you really want to know what’s going on, essential reading …;https://www.thetimes.co.uk/article/best-philosophy-ideas-books-2022-h80h238z7
The Times;deere’s tractors are trundling to the top of my portfolio;Sunday November 27 2022;… to see whether the facebook founder mark zuckerberg’s dreams of an alternative reality, ormetaverse, reached through his renamed meta platforms (meta) ever become fact, we must all continue …;https://www.thetimes.co.uk/article/deeres-tractors-are-trundling-to-the-top-of-my-portfolio-z97grc5h2
The Times;as we inwardly curate our cosy truths, there’s a world outside in trouble;Saturday November 26 2022;… that word again) their own lives, they are seeing less of anyone else’s. themetaverse, with its virtual ecospheres and fictional identities, is likely to exacerbate this kind of …;https://www.thetimes.co.uk/article/as-we-inwardly-curate-our-cosy-truths-theres-a-world-outside-in-trouble-rcp5wrc6c
The Times;pinocchio review — austerity panto that wins by a nose;Monday November 21 2022;★★★☆☆it’s reassuring, in this age of xboxes, imaxes andmetaverses, to discover that children can still let out a scream of satisfaction when they see a modest shower of …;https://www.thetimes.co.uk/article/pinocchio-review-austerity-panto-that-wins-by-a-nose-6vscwcks2
The Times;the crypto dream is not dead, just delayed;Saturday November 19 2022;… auditors, it seems, is having been the first firm to open an office in themetaverse. yet there was bankman-fried last week claiming that he may yet ride to …;https://www.thetimes.co.uk/article/what-can-be-salvaged-from-the-great-crypto-collapse-8tbwftwvt
The Times;he launched his own app and tried to turn himself into a hologram — working for matt hancock was never dull;Saturday November 19 2022;the public’s relationship with its elected representatives is a strange thing. we know their names and their faces, we read about their successes and (more often) their screw-ups …;https://www.thetimes.co.uk/article/he-launched-his-own-app-and-tried-to-turn-himself-into-a-hologram-working-for-matt-hancock-was-never-dull-j3sgcxxbs
The Times;my week: elon musk*;Saturday November 19 2022;mondaysometimes i buy things on a whim. such as my new maga hat. and twitter, for $44 billion. and this helicopter.“it’s so inefficient!” i shout through my;https://www.thetimes.co.uk/article/my-week-elon-musk-88vt06vgf
The Times;from snow crash to a scanner darkly: 10 sci-fi books that predicted the future;Friday November 18 2022;thirty years ago, neal stephenson dreamt up a huge, multiplayer, immersive virtual world. he called it the “metaverse” and dropped it into his 1992 novel snow crash. it was a …;https://www.thetimes.co.uk/article/sci-fi-books-that-predicted-the-future-hfm7w30t0
The Times;crypto firm ftx loaned $1bn to founder sam bankman-fried;Thursday November 17 2022;… out, was not based in the real world, but was headquartered in the virtual realitymetaverse. “i have substantial concerns as to the information presented in these audited financial statements …;https://www.thetimes.co.uk/article/crypto-firm-ftx-loaned-1bn-to-founder-sam-bankman-fried-wrhmd0932
The Times;jeremy hunt’s bitter tonic must include a dash of hope;Monday November 14 2022;… is difficult. we need, for example, digital skills in schools — surely the best thing themetaversecan bring — at the same time as speedier planning rulings from local government. we …;https://www.thetimes.co.uk/article/jeremy-hunts-bitter-tonic-must-include-a-dash-of-hope-7lqxsm909
The Times;‘minority report’ start-up ultraleap eyes sale;Sunday November 13 2022;… executive tom carter. ultraleap is also hoping to tap into the nascent market of themetaverse, where a virtual world is controlled by humans without physical touch.the start-up …;https://www.thetimes.co.uk/article/minority-report-start-up-ultraleap-eyes-sale-f08kgjjz9
The Times;a digital skills crisis is brewing among our young people;Thursday November 10 2022;… can create for tiktok, harness influencers on instagram and build exciting retail environments in themetaverse. knowing your way round virtual amazon matters more than where you went on your …;https://www.thetimes.co.uk/article/a-digital-skills-crisis-is-brewing-among-our-young-people-rt3jx6jdj
The Times;young people ‘lack skills for digital age’;Thursday November 10 2022;… can create for tiktok, harness influencers on instagram and build exciting retail environments in themetaverse. knowing your way round virtual amazon matters more than where you went on your …;https://www.thetimes.co.uk/article/young-people-lack-skills-for-digital-age-dtbjkm6jp
The Times;zuckerberg’s apology is way too late;Thursday November 10 2022;do apologies count in themetaverse? the famous avatar mark zuckerberg has popped up to say “sorry” to meta’s worker bees. why? because of the real world, of course …;https://www.thetimes.co.uk/article/zuckerberg-s-apology-is-way-too-late-mwfwn5wl9
The Times;mark zuckerberg lays off 11,000 meta staff;Thursday November 10 2022;… of investing too heavily in plans for a future in virtual reality, known as themetaverse, to the detriment of its core business.the company has not said how uk …;https://www.thetimes.co.uk/article/mark-zuckerberg-cuts-11-000-meta-jobs-rvv5ln388
The Times;party spirit is everywhere as technology’s great and good look to the future;Wednesday November 9 2022;… felt far from the revellers’ minds. the hangover for most of the delegates in thismetaversehas yet to kick in.katie prescott is technology business editor of the times;https://www.thetimes.co.uk/article/party-spirit-is-everywhere-as-technologys-great-and-good-look-to-the-future-bg328ng50
The Times;natalia vodianova: ‘we want to use social media for social good’;Saturday November 5 2022;… in utah, his campervan in the background. “there is a lot of talk about themetaverse, about nfts,” he says, looking surprisingly clean for a man who has just emerged …;https://www.thetimes.co.uk/article/why-natalia-vodianova-new-social-media-app-is-good-news-for-everyone-times-luxury-dpbbth2gl
The Times;terry smith changed his mind on tech. i have too;Saturday November 5 2022;it was around this time last year that terry smith, the manager of;https://www.thetimes.co.uk/article/terry-smith-changed-his-mind-on-tech-i-have-too-gsrnx79rc
The Times;job cut fears stalk silicon valley after big tech sell-off;Sunday October 30 2022;… a year ago, as zuckerberg ploughed money into his project to build the so-calledmetaverse. he has told his workers to do more with less, or leave, but stopped …;https://www.thetimes.co.uk/article/job-cut-fears-stalk-silicon-valley-after-big-tech-sell-off-nl0b77flw
The Times;jacob rees-mogg has a lucky escape from lush’s frackers;Sunday October 30 2022;… it has been ordered to pay the legal costs. backwards rather than forwards, then.“themetaverseis living inside of a computer. the last thing i want to do when …;https://www.thetimes.co.uk/article/jacob-rees-mogg-has-a-lucky-escape-from-lushs-frackers-9t7wjvscx
The Times;$250bn wiped off value of us technology giants;Friday October 28 2022;… said was likely to worsen during the fourth quarter.meta’s heavy investment in themetaversehas raised concerns among analysts and investors. the company’s reality labs division lost …;https://www.thetimes.co.uk/article/250bn-wiped-off-value-of-us-technology-giants-hf0v5rvjh
The Times;mark zuckerberg learns patience is not a virtue in the stock market;Friday October 28 2022;… million, published an open letter urging meta to pare back its “terrifying” investment into themetaverse— a virtual world it maintains will be the future of the internet — and regain …;https://www.thetimes.co.uk/article/mark-zuckerberg-learns-patience-is-not-a-virtue-in-the-stock-market-dq82cnrgv
The Times;shell out on green energy instead;Friday October 28 2022;… kremlin in lollies.for meta or worseno wonder mark zuckerberg is so keen on themetaverse, that virtual reality nirvana where he can avatar about without the problems of daily …;https://www.thetimes.co.uk/article/shell-out-on-green-energy-instead-mmxvl0vws
The Times;investors abandon meta platforms after profits fall by half;Thursday October 27 2022;… staff. the group changed its name a year ago to reflect its focus on themetaverse, a virtual realm deemed by many in silicon valley to be the internet’s …;https://www.thetimes.co.uk/article/investors-abandon-meta-platforms-after-profits-fall-by-half-m2xzbb7tm
The Times;meta profits fall in face of competition from tiktok;Thursday October 27 2022;… staff.the group changed its name a year ago to reflect its focus on themetaverse, a virtual realm deemed by many in silicon valley, including zuckerberg, to be the …;https://www.thetimes.co.uk/article/meta-profits-fall-in-face-of-competition-from-tiktok-dmpdlvk55
The Times;pearson lifted by learning to live in the digital world;Tuesday October 25 2022;… the technology start-up.bird has said that pearson is exploring technologies such as themetaverseto expand its educational horizons.analysts at etoro, the trading platform, said that shares …;https://www.thetimes.co.uk/article/pearson-lifted-by-learning-to-live-in-the-digital-world-3nrpl052b
The Times;meta investor brad gerstner calls for mass job cuts;Tuesday October 25 2022;… group changed its name to meta a year ago to reflect its focus on themetaverse, a virtual realm seen by many as the internet’s next frontier. itsmetaverse…;https://www.thetimes.co.uk/article/meta-investor-brad-gerstner-calls-for-mass-job-cuts-5fgk6d70p
The Times;better sales growth expected at apple;Monday October 24 2022;apple is expected to report a bounceback in the rate of sales growth when it reports quarterly figures this week, as the american technology giants line up to update wall …;https://www.thetimes.co.uk/article/better-sales-growth-expected-at-apple-mhrw5zc60
The Times;are the days of massive profits over for big tech?;Saturday October 22 2022;… apple’s anti-tracking software, and chief executive mark zuckerberg’s costly bet on themetaverse.zuckerberg froze hiring this summer and indicated that deeper cuts could be in store …;https://www.thetimes.co.uk/article/are-the-days-of-massive-profits-over-for-big-tech-h0cffxm5b
The Times;is this the end of facebook?;Saturday October 22 2022;… and that includes, it seems, people at his own company. a leaked note from themetaversechief, vishal shah, revealed that the team developing horizon worlds, meta’s flagshipmetaverse…;https://www.thetimes.co.uk/article/is-this-the-end-of-facebook-k0prxhmv0
The Times;microsoft’s willingness to work with others cements its dominance;Tuesday October 18 2022;… struggling to persuade wall street that it should be ploughing billions of dollars into themetaversewhen the social media arm generating 98 per cent of its revenue is under …;https://www.thetimes.co.uk/article/microsoft-s-willingness-to-work-with-others-cements-its-dominance-2ltdl090s
The Times;virtual reality is an idea that still has legs;Monday October 17 2022;… of what they can detect is your hands. right? so, if you go into themetaverseand wave your real-world hands around, yourmetaverseavatar’s hands will wave …;https://www.thetimes.co.uk/article/virtual-reality-is-an-idea-that-still-has-legs-cvk8fkj22
The Times;blood, beheadings and death: what the social media moderators see;Sunday October 16 2022;‘we are the first responders,” says robert, an instagram moderator, describing his work sifting through detritus on the app, removing the worst posts and blocking accounts.it’s tough …;https://www.thetimes.co.uk/article/blood-beheadings-and-death-what-the-social-media-moderators-see-xn6gk2b56
The Times;inside track: denis o’brien’s course up for ryder cup;Sunday October 16 2022;will denis o’brien follow;https://www.thetimes.co.uk/article/inside-track-denis-obriens-course-up-for-ryder-cup-rmm0lxln5
The Times;mark zuckerberg’s £1,500 vr headset could change the way people work;Wednesday October 12 2022;… has previously talked about having seven screens in front of you at work in “themetaverse”.the pro is 40 per cent thinner than the quest 2 and is also …;https://www.thetimes.co.uk/article/mark-zuckerbergs-1-500-vr-headset-could-change-the-way-people-work-qrtvlkj3k
The Times;reality bites in zuckerberg’s virtual mission;Monday October 10 2022;… the biggest social media group from facebook to meta platforms — reflecting its focus on themetaverse, a virtual realm seen by many as the internet’s next frontier — he will …;https://www.thetimes.co.uk/article/reality-bites-in-zuckerbergs-virtual-mission-pq58sk7zd
The Times;your three-minute digest;Monday October 10 2022;… is building. he is under pressure after a muted reception to his avatar in themetaverse9 anna soubry, a former small business minister, has urged the government to reinstate the …;https://www.thetimes.co.uk/article/your-three-minute-digest-6tplcvlwj
The Times;troubled times can create space for truly innovative thinking;Wednesday October 5 2022;… and we will wonder how we ever did without them, perhaps to do with themetaverse, ai or augmented reality.downturns are often good times to start businesses because founders …;https://www.thetimes.co.uk/article/troubled-times-can-create-space-for-truly-innovative-thinking-w3lfzz6sr
The Times;burberry looks to recapture british spark as daniel lee checks in;Sunday October 2 2022;… innovative pop-up shops, engineer mid-season “drops” and dominate new platforms, such as themetaverse, the three dimensional virtual reality world where brands compete to dress avatars.burberry does …;https://www.thetimes.co.uk/article/what-next-house-of-burberry-fashion-2tfb6gf5g
The Times;billionaires to buy places in farm refuges for apocalypse;Wednesday September 28 2022;… thiel’s planned compound in new zealand and the facebook boss mark zuckerberg’s virtualmetaverse. while some have invested in giant yachts to serve as floating refuges, bezos had …;https://www.thetimes.co.uk/article/billionaires-buy-places-apocalypse-farms-jeff-bezos-s07fshlq3
The Times;aran islands traditions inspire the knit wits of high fashion;Sunday September 25 2022;… based designer, worked with aileen carville, a dublin-based fashion technology entrepreneur, to create a “metaverse” virtual showroom for his collection. rather than presenting an in-person show, he also …;https://www.thetimes.co.uk/article/aran-islands-traditions-inspire-the-knit-wits-of-high-fashion-fb9rxxkpx
The Times;facebook to rule on donald trump’s return, says nick clegg;Friday September 23 2022;… the board of directors.he added that zuckerberg, 38, was focused on creating the virtualmetaverse, while clegg was responsible for policy. he said that ultimately it would be “a …;https://www.thetimes.co.uk/article/facebook-to-rule-on-donald-trumps-return-says-nick-clegg-h6m9p0m6p
The Times;the queen’s true heir is . . . keir starmer;Thursday September 15 2022;… attention by being funny or shocking. clips of their jibes and japes whip round themetaverseto be liked and shared. in this way, such people pass as charismatic.politics …;https://www.thetimes.co.uk/article/the-queens-true-heir-is-keir-starmer-qplch86kp
The Times;warhol adds to the look at tommy hilfiger;Tuesday September 13 2022;… and the veteran writer bob colacello.hilfiger melded the usual in-person event with ametaverse“experience” online. tuning in might have been a better option, as the heavens opened …;https://www.thetimes.co.uk/article/warhol-adds-to-the-look-at-tommy-hilfiger-2xzzd8f60
The Times;how the super-rich are finding new ways to spend their millions;Sunday September 11 2022;… the blockchain, a certifiable digital global ledger. sotheby’s has built a salesroom in themetaverseto gin up sales. it recently sold an nft of tim berners-lee’s …;https://www.thetimes.co.uk/article/how-the-super-rich-are-finding-new-ways-to-spend-their-millions-qjgsttjhz
The Times;gucci, prada and burberry struggle with fashion’s china crisis;Sunday September 11 2022;… sleep cycles, and is emblazoned with the gucci logo in 18-carat gold.into themetaverseonline retail changed the fashion industry for ever, and now brands are being drawn to …;https://www.thetimes.co.uk/article/gucci-prada-and-burberry-struggle-with-fashions-china-crisis-05lkd3q5w
The Times;survival of the richest by douglas rushkoff review — how the rich plan to escape the coming apocalypse;Saturday September 10 2022;did you ever see the admirable crichton? it’s a classic film from the 1950s. kenneth more plays a butler, crichton, who is shipwrecked in the south seas with the …;https://www.thetimes.co.uk/article/survival-of-the-richest-escape-fantasies-of-the-tech-billionaires-by-douglas-rushkoff-review-how-the-elite-prep-for-the-end-of-the-world-38s2wlg7j
The Times;whisper is roblox has plans for virtual update;Saturday September 10 2022;singing, smiling;https://www.thetimes.co.uk/article/whisper-is-roblox-has-plans-for-virtual-update-cnrnkcqdw
The Times;elon musk loses the race to sew implants into the brain;Sunday September 4 2022;… this is going to become a very common technology that helps you engage in themetaverse,” he predicted.last year, musk garnered headlines with a stunt showing a monkey playing …;https://www.thetimes.co.uk/article/elon-musk-loses-the-race-to-sew-implants-into-the-brain-wgnz5xvkn
The Times;london stock exchange still stuck with its jurassic park image;Saturday August 27 2022;… their fancy.as a stockpicker, roberts — who has launched a fund to invest in themetaverse— is neutral as to where an investee company is listed. “i don’t think …;https://www.thetimes.co.uk/article/london-stock-exchange-still-stuck-with-its-jurassic-park-image-kl9hdkb7j
The Times;guardians of david bowie’s music want to sell bowiemania to the world;Saturday August 27 2022;… music, said were a “myriad of ideas” it had been approached about.moot cited themetaverse, animation and film projects and advertising, not to mention bowie’s music on streaming …;https://www.thetimes.co.uk/article/plan-sell-world-bowiemania-david-bowie-music-bbsqxgt6d
The Times;being pm is a holy calling;Thursday August 25 2022;… announced that the tech-savvy former minister matt hancock was joining mark zuckerberg’s virtualmetaverse. he even had an avatar: a cgi hancock with big pectorals and a surprisingly …;https://www.thetimes.co.uk/article/being-pm-is-a-holy-calling-t8nbfklgt
The Times;we don’t need a screen: kids all ears for yoto, the new ‘walkman’;Sunday August 21 2022;… previous business, he has described the yoto as “the antithesis of mark zuckerberg with hismetaverse”.he added: “we’re not refuseniks at all on technological progress, but we do …;https://www.thetimes.co.uk/article/we-dont-need-a-screen-kids-all-ears-for-yoto-the-new-walkman-psxb2cc56
The Times;please drink more alcohol, japan tells young;Thursday August 18 2022;… looking for ideas, which could include the promotion of imbibing using artificial intelligence and themetaverse.according to the campaign website: “the aim of this project is to appeal to …;https://www.thetimes.co.uk/article/please-drink-more-alcohol-japan-tells-young-fvh5tg93p
The Times;nfts explained — and why people really buy them;Thursday August 18 2022;… some collectors dream of hanging their nfts on the wall of a house in themetaverse. lio finds the idea of living online a “frightening dystopia. i like my real …;https://www.thetimes.co.uk/article/nfts-explained-and-why-people-really-buy-them-6pbqssnz0
The Times;britain must invest to compete in the global semiconductor arms race;Wednesday August 17 2022;… of advanced tech: from 5g infrastructure to data centres, electric and autonomous vehicles to themetaverse, and even the renewable energy systems that will pave the path to net zero …;https://www.thetimes.co.uk/article/britain-must-invest-to-compete-in-the-global-semiconductor-arms-race-rjrbh98sq
The Times;are we past peak wfh?;Sunday August 14 2022;like winston churchill statues and unisex loos, working from home has become a culture war battlefield. last week the author and deep thinker malcolm gladwell incensed the office-shy camp …;https://www.thetimes.co.uk/article/are-we-past-peak-wfh-76q6gpf5z
The Times;wolfson unsaddles from struggling deliveroo;Wednesday August 10 2022;good morning: simon wolfson is quitting;https://www.thetimes.co.uk/article/wolfson-unsaddles-from-struggling-deliveroo-p8v29xcgp
The Times;girlcrush by florence given review — the perils of instagram feminism;Wednesday August 10 2022;… culture. how can i focus on the risk of eartha slipping full time into themetaverseif there are crisps and bubblegum flying at my imagination?given knows the dangers …;https://www.thetimes.co.uk/article/girlcrush-by-florence-given-review-qwfddlhlv
The Times;meta’s bond debut set to raise $10bn;Friday August 5 2022;… it more financial room as it tries to fund some expensive initiatives, such as itsmetaversevirtual reality and reels short video product, at a time its cash pile is …;https://www.thetimes.co.uk/article/metas-bond-debut-set-to-raise-10bn-gv5ctrcrv
The Times;nick clegg is swapping silicon valley for london — and he’s not the only one;Thursday August 4 2022;… chimes with their commercial ambitions too — it’s the most well-known name championing the “metaverse” concept, a term used to describe virtual worlds in which people can interact.plenty …;https://www.thetimes.co.uk/article/nick-clegg-is-swapping-silicon-valley-for-london-and-hes-not-the-only-one-jbj9b2gk3
The Times;tinder chief nyborg swiped to the left;Wednesday August 3 2022;… pre-pandemic levels.tinder had plans to get into new technology, including virtual currencies andmetaverse-based dating, but the company is now rethinking its strategy, bernard kim, chief executive …;https://www.thetimes.co.uk/article/renate-nyborg-unmatches-from-tinder-as-app-courts-new-top-team-3wh528qlp
The Times;digital tokens feature in next chapter at pearson;Tuesday August 2 2022;… participate in every sale as it goes through its life,” he said.the so-calledmetaverse— an immersive, virtual environment that is being developed by some of the world’s …;https://www.thetimes.co.uk/article/digital-tokens-feature-in-next-chapter-at-pearson-hzm0pvrj6
The Times;how to lose friends: meta users in uproar over new instagram;Saturday July 30 2022;… s already so big.“their major bets on new strategies, such as reels and themetaverse, are coinciding with economic turmoil and a change in apple’s privacy settings, making …;https://www.thetimes.co.uk/article/how-to-lose-friends-users-uproar-ai-meta-instagram-mark-zuckerberg-mb3r85xnk
The Times;meta platforms is facing a future with fewer friends;Thursday July 28 2022;… understandable given competition for ad dollars will only intensify.pursuing a costly bet on the “metaverse”, a virtual realm where users interact without being physically together, is less easy to …;https://www.thetimes.co.uk/article/meta-faces-multiple-challenges-to-its-social-media-dominance-dz2dstvvl
The Times;meta revenues decline for first time as advertising dries up;Thursday July 28 2022;… changed its corporate name from facebook last autumn to reflect a growing focus on themetaverse, a virtual realm which it is spending billions of dollars to help build. its …;https://www.thetimes.co.uk/article/meta-revenues-decline-for-first-time-as-advertising-dries-up-5dl53rq2c
The Times;airbnb for the super-rich— and six more trends to know;Sunday July 24 2022;… girls, premiered on hbo max on thursday. bring on the continuation of the dunham/raemetaverses.say “sports bar” and you think hooters, warm beer and gelatinous chicken wings in …;https://www.thetimes.co.uk/article/airbnb-for-the-super-rich-and-six-more-trends-to-know-zbxj9k98w
The Times;how haute couture is reinventing itself;Sunday July 24 2022;before pieter mulier, the creative director of maison azzedine alaïa, debuted his latest collection this month, he issued a memo to those attending his show. “these clothes are meant to …;https://www.thetimes.co.uk/article/haute-couture-week-2022-how-it-is-reinventing-itself-nm5l2ndrf
The Times;david gandy: excuse me if i look a little rough today;Saturday July 16 2022;… have to be a social media influencer or a huge celebrity. and then when the ‘metaverse’ fully happens it’ll be avatars doing the modelling probably. i’ve been so …;https://www.thetimes.co.uk/article/david-gandy-interview-6r6hrqr3z
The Times;should you buy an nft property in the uk?;Friday July 15 2022;… sector is beginning to experiment with cutting-edge terms such as nfts, cryptocurrencies and themetaverse, changing the way homes are marketed and even how some transactions are made.in …;https://www.thetimes.co.uk/article/should-you-buy-an-nft-property-in-the-uk-qbp53gnll
The Times;immerse your company in a new reality to augment sales;Sunday July 10 2022;… interactive multiplayer game technology, is coming together now into what’s called web3 or themetaverse,” talbot says.the advent of blockchain technology and non-fungible tokens means trading can …;https://www.thetimes.co.uk/article/immerse-your-company-in-a-new-reality-to-augment-sales-sckb07cgg
The Times;microsoft’s merger bid investigated;Thursday July 7 2022;… the motivation for the merger. “gaming . . . will play a key role in the development ofmetaverseplatforms,” he said, adding that the business would look at mobile gaming and esports …;https://www.thetimes.co.uk/article/microsofts-merger-bid-investigated-kr286gr0l
The Times;tech entrepreneurs are ready to build a better global future;Monday June 20 2022;"… future; this week, founders building deep tech, synthetic biology, nuclear fusion, web 3.0 — themetaverse— and climate ventures were the stars of the show. as were the unicorn founders …";https://www.thetimes.co.uk/article/tech-entrepreneurs-are-ready-to-build-a-better-global-future-v9777kn6d
The Times;flexibility is key to recruitment — and keeping your staff;Friday June 17 2022;… for learning and networking. “this year, 150,000 new hires will work in accenture’smetaverseon their first days,” ayres said, adding: “creating a workplace fit for the future …;https://www.thetimes.co.uk/article/flexibility-is-key-to-recruitment-and-keeping-your-staff-7l83fhhms
The Times;meta staff questioned over work on sheryl sandberg personal projects;Saturday June 11 2022;… bag” for meta’s critics. she also sees zuckerberg’s pivot to the so-calledmetaverseas a multi-year project that she was not eager to take on, not …;https://www.thetimes.co.uk/article/meta-staff-questioned-over-work-on-sheryl-sandberg-personal-projects-gfwwxgdlb
The Times;milan design week 2022 trends: what we learnt at the world’s biggest interiors fair;Friday June 10 2022;an inundation of immersive events, a celebration of womanly curves and;https://www.thetimes.co.uk/article/sexy-surreal-and-stylish-what-our-interiors-editor-saw-at-the-world-s-greatest-design-fair-pjt00jwrp
The Times;the ugly truth about the triumph of twee;Wednesday June 8 2022;… power clothes itself in twee. in a recent video mark zuckerberg guided viewers round themetaverse, the virtual reality universe where he hopes we will one day live for his …;https://www.thetimes.co.uk/article/the-ugly-truth-about-the-triumph-of-twee-s37bl2h55
The Times;amid tory chaos, business is taking a fresh look at labour;Wednesday June 8 2022;… feels slightly banal to talk of a technological revolution under way with artificial intelligence, themetaverse, blockchain and augmented reality. but this revolution is happening. coupled with increasing levels of …;https://www.thetimes.co.uk/article/amid-tory-chaos-business-is-taking-a-fresh-look-at-labour-56vr63lxm
The Times;sheryl sandberg knew the damage facebook was causing — and did nothing;Sunday June 5 2022;… jeopardy. facebook responded by changing its name to meta. zuckerberg gave a demo of the “metaverse”. policy makers and journalists took the bait, and just like that, the whistleblower’s …;https://www.thetimes.co.uk/article/sheryl-sandberg-knew-the-damage-facebook-was-causing-and-did-nothing-qfcf2pjp8
